Article_ID,fixed,only_notes_mismatch,Covidence_ID,Name_data_entry,Parameter_type,Parameter_FromFigure,Method_from_supplement,Parameter value,Exponent,Parameter lower bound,Parameter upper bound,Inverse_param,Parameter unit,Parameter value type,Parameter statistical approach,Parameter uncertainty - single type,Parameter uncertainty - single value,Parameter uncertainty - type,Parameter uncertainty - lower value,Parameter uncertainty - upper value,Distribution_type,Distribution_par1_type,Distribution_par1_value,Distribution_par1_uncertainty,Distribution_par2_type,Distribution_par2_value,Distribution_par2_uncertainty,parameter_paired,Parameter 2 value type,Parameter 2 value,Parameter 2 lower bound,Parameter 2 upper bound,Exponent_2,Inverse_param_2,Parameter 2 unit,Method_2_from_supplement,Parameter 2 statistical approach,parameter_pair_uncert_yn,Parameter 2 uncertainty - single type,Parameter 2 uncertainty - single value,Parameter 2 uncertainty – type,Parameter 2 uncertainty - lower value,Parameter 2 uncertainty - upper value,parameter_pair_distr_yn,Distribution_2_type,Distribution_2_par1_type,Distribution_2_par1_value,Distribution_2_par1_uncertainty,Distribution_2_par2_type,Distribution_2_par2_value,Distribution_2_par2_uncertainty,Method_R,R_pathway,Genome_site,Genomic_sequence_available,parameter_hd_from,Other_delay_start,parameter_hd_to,Other_delay_end,CFR_IFR_numerator,CFR_IFR_denominator,CFR_IFR_Method,Case_definition,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Method_disaggregated,Method_disaggregated_only,Method_disaggregated_by,Population_sex,Population_sample_size,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_country,Population_location,parameter_context_location_type,Method_moment_value,Urban/Rural area,Data_available,parameter_notes,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,access_param_id,Pathogen,num_rows,matching
525,1,FALSE,1162,Gina Cuomo-Dannenburg,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severe disease,"Age,Occupation",Livestock and animal herders,Significant,Adjusted,NA,NA,NA,Both,1082,Population based,General population,1,NA,Kenya,Sabenale; Matarba; Gedilun; Golalbele; Korhindi; Tumtish,Garissa County,Post outbreak,Rural area,Yes - as an attachment,"Variables: age, disposed of fetus, birthed livestock, sheltered livestock. Extracted as occupation > herder and age but not fully accurate",NA,08,2011,NA,11,2011,525_006,Rift Valley fever virus,1,0
525,1,FALSE,1162,Gina Cuomo-Dannenburg,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severe disease,Other,NA,Significant,Adjusted,NA,NA,NA,Both,1082,Population based,General population,1,NA,Kenya,Sabenale; Matarba; Gedilun; Golalbele; Korhindi; Tumtish,Garissa County,Post outbreak,Rural area,Yes - as an attachment,Other: location. The aOR for severe disease was significantly different in Tumtish.,NA,08,2011,NA,11,2011,525_007,Rift Valley fever virus,1,0
525,1,FALSE,1162,Gina Cuomo-Dannenburg,Seroprevalence - IgG,No,No,NA,NA,2,31,NA,Percentage (%),Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,1082,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Sex",Both,1082,Population based,General population,1,NA,Kenya,Sabenale; Matarba; Gedilun; Golalbele; Korhindi; Tumtish,Garissa County,Post outbreak,Rural area,Yes - as an attachment,1082 participants tested for RVF IgG and confirmed with neutralising assay. Disaggregated by age and sex. Note: the seroprevalence is 2% in children <=15 years and 31% in adults (>15).,NA,08,2011,NA,11,2011,525_001,Rift Valley fever virus,1,0
532,1,FALSE,1162,sangeeta,Seroprevalence - IgG,NA,NA,15,NA,NA,NA,NA,Percentage (%),Mean,Estimated parameter,NA,NA,CI95%,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,1082,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Sex",Both,1082,Population based,General population,1,NA,Kenya,Sabenale; Matarba; Gedilun; Golalbele; Korhindi; Tumtish,Garissa County,Post outbreak,Rural area,Yes - as an attachment,1082 participants tested for RVF IgG and confirmed with neutralising assay. Disaggregated by age and sex. Note: the seroprevalence is 2% in children <=15 years and 31% in adults (>15).,NA,08,2011,NA,11,2011,532_001,Rift Valley fever virus,1,0
542,1,FALSE,1168,sangeeta,Seroprevalence - IgG,NA,NA,10.8,NA,0,25,NA,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,NA,NA,NA,NA,NA,Yes,Yes,"Age,Region,Sex,Time",Both,1263,Population based,General population,NA,NA,Kenya,"Kabobo Division, Uasin Gishu District; Msambweni and Daragube villages, Kwale District; Lokichoggio area in Turkana District",district,Unspecified,Rural area,NA,NA,NA,NA,1994,NA,NA,1998,542_002,Rift Valley fever virus,1,0
546,1,FALSE,1168,Kieran Chopra,Risk factors,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Sex,Other",NA,Significant,Not adjusted,No,NA,NA,Both,NA,Mixed settings,General population,NA,NA,Kenya,"Kabobo Division, Uasin Gishu District; Msambweni and Daragube villages, Kwale District; Lokichoggio area in Turkana District",One is a division; the rest are areas within divisions,Unspecified,Rural area,Unspecified,"Location significantly associated with seroprevalence. In two of the locations studied, age category (16+ yrs vs under 15s) significantly associated with seroprevalence. In others NO AGE RISK FACTOR CONSIDERED. In one region, women have higher seroprevalence than men -- other regions did not have enough data to analyse by sex.",NA,NA,1994,NA,NA,1998,546_002,Rift Valley fever virus,1,0
546,1,FALSE,1168,Kieran Chopra,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Other,NA,Unspecified,Not adjusted,No,NA,NA,Unspecified,various,Mixed settings,General population,NA,NA,Kenya,"Kabobo Division, Uasin Gishu District; Msambweni and Daragube villages, Kwale District; Lokichoggio area in Turkana District",One is a division; the rest are areas within divisions,Unspecified,Rural area,Unspecified,Time of sampling used as risk factor,NA,NA,1994,NA,NA,1998,546_003,Rift Valley fever virus,1,0
519,NA,FALSE,1184,Yiran Wang,Seroprevalence - IgM,No,No,NA,NA,NA,NA,No,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,1995,NA,NA,NA,NA,NA,NA,NA,Yes,No,Region,Unspecified,1995,Trade / business based,Other,NA,NA,Madagascar,Madagascar,country,Unspecified,Unspecified,Not available,"persons were invited to participate in the survey if they had worked in slaughterhouses within the administrative center of the district since 2007, had been exposed to fresh meat or blood of ruminants, and had been residents of the district when they started this work. Disaggregation by location in the appendix. ",27,09,2008,27,05,2009,519_001,Rift Valley fever virus,1,0
523,1,FALSE,1204,Yiran Wang,Seroprevalence - IgM,No,No,77,0,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,35,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,35,Population based,Persons with symptoms,NA,NA,Egypt,Aswan Governorate,Governorate,Mid outbreak,Unspecified,Not available,NA,02,07,1993,25,07,1993,523_001,Rift Valley fever virus,1,0
526,1,FALSE,1230,Yiran Wang,Mutations - evolutionary rate,No,No,4.16,-4,NA,NA,No,Substitutions/site/year,Mean,Estimated parameter,NA,NA,Highest Posterior Density Interval 95%,2.78,5.47,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S segment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,120,Mixed settings,Mixed groups,NA,NA,"Angola,Burkina Faso,Central African Republic,Egypt,Guinea,Kenya,Madagascar,Mauritania,Namibia,Saudi Arabia,Senegal,Somalia,South Africa,Uganda,United Republic of Tanzania,Zambia,Zimbabwe",NA,NA,Unspecified,Unspecified,Yes - on another platform,"based on nine Madagascar samples and all available RVFV whole S, M, and L segment sequences (with dates of collection) in GenBank",NA,NA,1944,NA,NA,2008,526_001,Rift Valley fever virus,1,0
526,1,FALSE,1230,Yiran Wang,Mutations - evolutionary rate,No,No,5.09,-4,NA,NA,No,Substitutions/site/year,Mean,Estimated parameter,NA,NA,Highest Posterior Density Interval 95%,3.38,6.75,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M segment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,77,Mixed settings,Mixed groups,NA,NA,"Burkina Faso,Central African Republic,Egypt,Guinea,Kenya,Madagascar,Mauritania,Saudi Arabia,South Africa,Uganda,United Republic of Tanzania,Zimbabwe",NA,NA,Unspecified,Unspecified,Yes - on another platform,NA,NA,NA,1944,NA,NA,2008,526_002,Rift Valley fever virus,1,0
526,1,FALSE,1230,Yiran Wang,Mutations - evolutionary rate,No,No,4.33,-4,NA,NA,No,Substitutions/site/year,Mean,Estimated parameter,NA,NA,Highest Posterior Density Interval 95%,2.73,5.98,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L segment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,74,Mixed settings,Mixed groups,NA,NA,"Burkina Faso,Central African Republic,Egypt,Guinea,Kenya,Madagascar,Mauritania,Saudi Arabia,South Africa,Uganda,United Republic of Tanzania,Zimbabwe",NA,NA,Unspecified,Unspecified,Yes - on another platform,NA,NA,NA,1944,NA,NA,2008,526_003,Rift Valley fever virus,1,0
506,1,FALSE,1381,Kelly McCain,Seroprevalence - PRNT,No,No,84.6,NA,60,100,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,461,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,NA,"Age,Occupation,Region,Other",Both,461,Mixed settings,Mixed groups,NA,NA,Nigeria,Lagos; Warri; Ibadan; Ilesha; Benin; Agbor; Owerri; Auchi; Sabongida Ora; Oyo; Ogbomosho; Abuja; Sheda; Gwagwalada; New Bussa; Wawa; Kontagora; Oju; Maiduguri; Sokoto; Jos,NA,Pre outbreak,Both urban and rural areas,Not available,Range taken from Table 2 (denominator is positive HAI tests). Other disaggregation unit is vegetation zone; NT was conducted among HI positive samples,NA,NA,1985,NA,NA,1989,506_002,Rift Valley fever virus,1,0
545,1,FALSE,1381,Ruth McCabe,Seroprevalence - HAI/HI,No,No,14.8,NA,1.1,98,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,3121,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Occupation,Region,Other",Both,3121,Mixed settings,Mixed groups,0,NA,Nigeria,Lagos; Warri; Ibadan; Ilesha; Benin; Agbor; Owerri; Auchi; Sabongida Ora; Oyo; Ogbomosho; Abuja; Sheda; Gwagwalada; New Bussa; Wawa; Kontagora; Oju; Maiduguri; Sokoto; Jos,NA,Pre outbreak,Both urban and rural areas,Not available,Disaggregation taken from values provided across Tables 1 - 3. Disaggregation also by vegetational zone ('other').  Location type is not specified explicitly,NA,NA,1985,NA,NA,1989,545_001,Rift Valley fever virus,1,0
545,1,FALSE,1381,Ruth McCabe,Seroprevalence - PRNT,No,No,12.5,0,1.1,92.2,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,3121,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Occupation,Region,Other",Both,3121,Mixed settings,Mixed groups,0,NA,Nigeria,Lagos; Warri; Ibadan; Ilesha; Benin; Agbor; Owerri; Auchi; Sabongida Ora; Oyo; Ogbomosho; Abuja; Sheda; Gwagwalada; New Bussa; Wawa; Kontagora; Oju; Maiduguri; Sokoto; Jos,NA,Pre outbreak,Both urban and rural areas,Not available,Range not taken from Table 2 as the denominator is different (e.g. out of positive HAI tests) rather than the full sample. The range would be broadly the same in any case but this way is comparable.,NA,NA,1985,NA,NA,1989,545_002,Rift Valley fever virus,1,0
545,1,FALSE,1381,Ruth McCabe,Seroprevalence - IgM,No,No,23.2,0,9.1,44.1,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,461,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Occupation,Region,Other",Both,461,Mixed settings,Mixed groups,0,NA,Nigeria,Lagos; Warri; Ibadan; Ilesha; Benin; Agbor; Owerri; Auchi; Sabongida Ora; Oyo; Ogbomosho; Abuja; Sheda; Gwagwalada; New Bussa; Wawa; Kontagora; Oju; Maiduguri; Sokoto; Jos,NA,Pre outbreak,Both urban and rural areas,Not available,Range taken from Table 2 only as this is where the overall value can be found. Range lower bound would change if included Table 3 (different denominator). Setting is people who have tested positive by HAI. Other disaggregation unit is vegetation zone; text states that IgM tests conducted only in samples positive for HI and PRNT but the sample size and percent aligns with samples testing positive for only HI,NA,NA,1985,NA,NA,1989,545_003,Rift Valley fever virus,1,0
545,1,FALSE,1381,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Sex,Other",NA,Not significant,Not adjusted,No,NA,NA,Both,3121,Mixed settings,Mixed groups,0,NA,Nigeria,Lagos; Warri; Ibadan; Ilesha; Benin; Agbor; Owerri; Auchi; Sabongida Ora; Oyo; Ogbomosho; Abuja; Sheda; Gwagwalada; New Bussa; Wawa; Kontagora; Oju; Maiduguri; Sokoto; Jos,NA,Pre outbreak,Both urban and rural areas,Not available,'Other' riskfactors - vegetational zones,NA,NA,1985,NA,NA,1989,545_004,Rift Valley fever virus,1,0
545,1,FALSE,1381,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Occupation,Livestock and animal herders,Significant,Not adjusted,Yes,Yes,"Occupation,Region",Both,3121,Mixed settings,Mixed groups,0,NA,Nigeria,Lagos; Warri; Ibadan; Ilesha; Benin; Agbor; Owerri; Auchi; Sabongida Ora; Oyo; Ogbomosho; Abuja; Sheda; Gwagwalada; New Bussa; Wawa; Kontagora; Oju; Maiduguri; Sokoto; Jos,NA,Pre outbreak,Both urban and rural areas,Not available,3 different statements on significantly higher prevalence among different occupation groups in different locations.,NA,NA,1985,NA,NA,1989,545_005,Rift Valley fever virus,1,0
545,1,FALSE,1381,Ruth McCabe,Seroprevalence - HAI/HI,No,No,6.7,0,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,164,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,NA,Unspecified,164,Hospital based,Children,0.5,10,Nigeria,University College Hospital; Ibadan,NA,Unspecified,Unspecified,Not available,"The haemagglutination-inhibition test was performed on a total of 164 paired sera, obtained from children showing fever and aged between six months and ten years at the University College Hospital in Ibadan. Eleven children (6.7%) gave positive results.'.  Children showing fever at the hospital had blood samples drawn twice within 3 weeks; seroconversion also measured",NA,NA,1988,NA,NA,1988,545_006,Rift Valley fever virus,1,0
498,1,FALSE,1389,Ruth McCabe,Seroprevalence - IgM,No,No,0,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,199,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,"Age,Occupation,Sex",Both,199,Community based,Mixed groups,14,84,United Republic of Tanzania,Tanga Municipality; Tanga Region,'regional district',Unspecified,Urban area,Unspecified,'none had IgM antibodies.',NA,NA,2004,NA,NA,2004,498_001,Rift Valley fever virus,1,0
498,1,FALSE,1389,Ruth McCabe,Seroprevalence - IgG,No,No,4.02,0,0,9.5,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,199,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Occupation,Sex",Both,199,Community based,Mixed groups,14,84,United Republic of Tanzania,Tanga Municipality; Tanga Region,'regional district',Unspecified,Urban area,Unspecified,Values from Table 1.,NA,NA,2004,NA,NA,2004,498_002,Rift Valley fever virus,1,0
498,1,FALSE,1389,Ruth McCabe,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Occupation,Sex",Other,Not significant,Not adjusted,Yes,Yes,"Occupation,Sex",Both,199,Community based,Mixed groups,14,84,United Republic of Tanzania,Tanga Municipality; Tanga Region,'regional district',Unspecified,Urban area,Unspecified,"'The seroprevalence of anti-RVF virus immunoglobulin (IgG) antibody was higher in men than in women; however, no significant statistical difference was present (p = 0.34).' 'Among the occupational groups examined, the seroprevalence was 7.3%, 1.5%, and 9.5% in the abattoir workers, livestock keepers, and others categories, respectively (Table 1), although no statistical difference was found among various occupational groups (p = 0.086).'",NA,NA,2004,NA,NA,2004,498_003,Rift Valley fever virus,1,0
535,1,FALSE,1424,Joseph Hicks,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Contact with animal,Occupation,Sex,Other",Livestock and animal herders,Not significant,Not adjusted,Yes,No,"Occupation,Sex,Other",Both,169,Hospital based,General population,NA,NA,Mauritania,Rosso,town,Post outbreak,Unspecified,Not available,"case-control study;risk factors: ethnicity, sex, occupation, animal ownership",NA,NA,1987,NA,NA,xxxx,535_001,Rift Valley fever virus,1,0
535,1,FALSE,1424,Joseph Hicks,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,Consumption of animal product,NA,Significant,Not adjusted,No,NA,NA,Both,169,Hospital based,General population,NA,NA,Mauritania,Rosso,town,Post outbreak,Unspecified,Not available,case-control study,NA,NA,1987,NA,NA,xxxx,535_002,Rift Valley fever virus,1,0
547,1,FALSE,1424,Kieran Chopra,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,Other,NA,Significant,Not adjusted,No,NA,NA,Unspecified,659,Community based,General population,NA,NA,Mauritania,"Various villages surrounding Rosso, Mauritania",Villages,NA,Rural area,Not available,"risk factors: ethnicity, and within one ethnic group, location.",NA,NA,1987,NA,NA,xxxx,547_002,Rift Valley fever virus,1,0
535,1,FALSE,1424,Joseph Hicks,Seroprevalence - IgM,No,No,NA,NA,1.11,17.5,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,Yes,Region,Unspecified,659,Household based,General population,NA,NA,Mauritania,12 villages around Rosso,NA,Post outbreak,Unspecified,Not available,"Time: starting during 1987 outbreak, and continuing for some time after. One of three separate sero studies in this paper",NA,NA,NA,NA,NA,NA,535_003,Rift Valley fever virus,1,0
535,1,FALSE,1424,Joseph Hicks,Seroprevalence - IgG,No,No,NA,NA,14.44,39.29,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,Yes,Region,Unspecified,659,Household based,General population,NA,NA,Mauritania,12 villages around Rosso,NA,Post outbreak,Unspecified,Not available,IgG for the villages around Rosso study,NA,NA,NA,NA,NA,NA,535_004,Rift Valley fever virus,1,0
481,1,FALSE,1464,Richard Sheppard,Seroprevalence - IgM,No,No,2,NA,0,10,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1181,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Occupation,Region",Both,1181,Trade / business based,Abattoir workers,10,72,Egypt,Slaughterhouses from 15 governorates in the Nile delta region of Egypt,Slaughterhouses within governorates,NA,Unspecified,Unspecified,"The study was after an outbreak in upper Egypt, but the samples came from the Nile delta region of the country.",NA,11,1993,NA,11,1993,481_001,Rift Valley fever virus,1,0
481,1,FALSE,1464,Richard Sheppard,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Contact with animal,Occupation",Abattoir services,Significant,Not adjusted,No,NA,NA,Both,1181,Trade / business based,Abattoir workers,10,72,Egypt,Slaughterhouses from 15 governorates in the Nile delta region of Egypt,Slaughterhouses within governorates,NA,Unspecified,Unspecified,Significant were 'cut animals' throats' and 'handled animal parts',NA,11,1993,NA,11,1993,481_002,Rift Valley fever virus,1,0
481,1,FALSE,1464,Richard Sheppard,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Contact with animal,Occupation",Abattoir services,Not significant,Not adjusted,No,NA,NA,Both,1181,Trade / business based,Abattoir workers,10,72,Egypt,Slaughterhouses from 15 governorates in the Nile delta region of Egypt,Slaughterhouses within governorates,NA,Unspecified,Unspecified,Non significant were 'skinned animals'; 'butchered carcasses'; 'cleaned up'. No 'administrative' were seropositive.,NA,11,1993,NA,11,1993,481_003,Rift Valley fever virus,1,0
